번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"198","띵띵이가 그랬어","윤진현 글·그림","천개의바람","2023","9791165733735","","7","","813.8","1","1","2023-03-10",
"199","똥볶이 할멈","강효미 글;김무연 그림","슈크림북","2022","9791190409261","9791190409117","7","4","813.8","1","3","2023-03-10",
"200","(낭만 강아지) 봉봉","홍민정 글;김무연 그림","다산어린이","2023","9791130696577","","7","3","813.8","1","2","2023-03-10",
"201","꿀꺽 쓰레기통","공수경 글;김이조 그림","보리","2023","9791163142768","","7","","813.8","1","2","2023-03-10",
"202","똥볶이 할멈","강효미 글;김무연 그림","슈크림북","2022","9791190409148","9791190409117","7","3","813.8","1","2","2023-03-10",
"203","(고정욱 선생님이 들려주는) 다정한 말 단단한 말","고정욱 글;릴리아 그림","우리학교","2022","9791167550743","","7","","813.8","1","2","2023-03-10",
"204","내 멋대로 초능력 뽑기","최은옥 글;김무연 그림","김영사","2019","9788934944263","","7","","813.8","1","2","2023-03-10",
"205","내 마음을 알아주세요, 내 마음을 안아주세요","박진영 글;소복이 그림","우리학교","2023","9791167550866","","7","","189.1","1","1","2023-03-10",
"206","내 고백을 돌려줘","이승민 글;박정섭 그림","풀빛","2022","9791161725604","","7","","813.8","1","2","2023-03-10",
"207","기소영의 친구들","정은주 지음;해랑 그림","사계절(사계절출판사)","2022","9791160949797","","7","","813.8","1","1","2023-03-10",
"208","그리스 로마 신화","박시연 글;최우빈 그림","북이십일","2022","9788950941567","9788950971359","7","31","219.2","1","3","2023-03-10",
"209","10대를 위한 건축 학교","임유신 지음","이케이북","2022","9791186222485","","7","","540","1","1","2023-03-10",
"210","Go Go 카카오프렌즈 자연탐사","조주희 글;김정한 그림","아울북","2023","9788950991456","","7","2","408","1","2","2023-03-10",
"211","Go Go 카카오프렌즈 자연탐사","조주희 글;김정한 그림","북이십일","2022","9788950942403","","7","1","408","1","2","2023-03-10",
"212","11월 13일의 불꽃","윤자명 글;김규택 그림","풀빛","2022","9791161725390","","7","","911.1","1","2","2023-03-10",
"213","(흔한남매)과학 탐험대","흔한남매 원작;이현진,닥터 스코 [공]글;김덕영 그림","김영사","2022","9788934980254","9788934989554","7","5","404","1","12","2022-11-08",
"214","(채사장의)지대넓얕","채사장,마케마케 [공]글;정용환 그림","Dolphin Books(돌핀북)","2022","9791197578434","9791197578403","7","4","001.3","1","5","2022-11-08",
"215","위풍당당 여우 꼬리","손원평 글;만물상 그림","창비","2022","9788936448172","9788936448080","7","3","813.8","1","5","2022-11-08",
"216","십 년 가게","히로시마 레이코 글;사다케 미호 그림;이소담 옮김","위즈덤하우스 미디어그룹","2022","9791191766103","9791190630665","7","6","833.8","1","3","2022-11-08",
"217","(코믹 메이플스토리)수학도둑","송도수 글;서정 엔터테인먼트 그림","서울문화사","2022","9788926381267","9788953290686","6","90","410","1","8","2022-11-08",
"218","(코믹 메이플스토리)수학도둑","송도수 글;서정 엔터테인먼트 그림","서울문화사","2022","9788926381267","9788953290686","6","89","410","1","8","2022-11-08",
"219","(코믹 메이플스토리)수학도둑","송도수 글;서정 엔터테인먼트 그림","서울문화사","2022","9788926381267","9788953290686","6","88","410","1","9","2022-11-08",
"220","배드 가이즈","에런 블레이비 지음;신수진 옮김","비룡소","2022","9788949144108","9788949144009","7","11","843.6","1","4","2022-11-08",
"221","(설민석의)세계사 대모험","설민석,김정욱 [공]글;박성일 그림","단꿈아이","2022","9791191496000","9791196893101","7","14","909","1","6","2022-11-08",
"222","밥스 패밀리","이연지 글;이정화 그림","겜툰","2022","9791168440104","9791190980999","7","3","813.8","1","11","2022-11-08",
"223","놓지 마 과학!","신태훈,나승훈 [공]글·그림","위즈덤하우스","2022","9791168120273","9791191119374","6","17","400","1","10","2022-11-08",
"224","그리스 로마 신화","박시연 글;최우빈 그림","북이십일","2022","9788950971427","9788950971359","7","30","219.2","1","11","2022-11-08",
"225","(전설의 모험왕)엉덩이 댄디","트롤 원작·감수;하루하라 로빈슨 글·구성;기쿠치 아키히로 그림;김정화 옮김","미래엔","2022","9791168410886","9791164137497","7","4","833.8","1","10","2022-11-08",
"226","(강성태의)저절로 어휘력","이정은 글;강신영 그림","미래엔","2022","9791168411227","9791168410350","7","3","711.47","1","9","2022-11-08",
"227","그림책을 읽다 너의 마음을 보다","장선화 지음","청림출판","2022","9791188700707","","0","","598.48","1","5","2022-11-08",
"228","한 개의 기쁨이 천 개의 슬픔을 이긴다","조우성 지음","서삼독","2022","9791165345105","","0","1","818","1","6","2022-11-08",
"229","학원 대신 시애틀, 과외 대신 프라하","이지영 지음","서사원","2022","9791168220676","","1","","980.24","1","5","2022-11-08",
"230","하쿠다 사진관","허태연 지음","다산북스","2022","9791130692258","","0","","813.7","1","7","2022-11-08",
"231","한 개의 기쁨이 천 개의 슬픔을 이긴다","조우성 지음","서삼독","2022","9791165345112","","0","2","818","1","5","2022-11-08",
"232","하얼빈","김훈 지음","문학동네","2022","9788954699914","","0","","813.7","1","8","2022-11-08",
"233","파친코","이민진 지음;신승미 옮김","인플루엔셜","2022","9791168340510","9791168340503","0","1","843.6","1","10","2022-11-08",
"234","타프티가 말해주지 않은 것","바딤 젤란드 지음;정승혜 옮김","정신세계사","2022","9788935703098","","0","","189","1","3","2022-11-08",
"235","파친코","이민진 지음;신승미 옮김","인플루엔셜","2022","9791168340541","9791168340503","0","2","843.6","1","6","2022-11-08",
"236","편린","송영목 지음","학이사","2022","9791158543501","","0","","814.7","1","2","2022-11-08",
"237","페퍼민트","백온유 지음","창비","2022","9788936438807","","0","","813.7","1","4","2022-11-08",
"238","(세상에 질문하는 아이로 키우는)하브루타 스피치","노우리 지음","피톤치드","2021","9791186692615","","1","","598.1","1","5","2022-11-08",
"239","튜브","손원평 지음","창비","2022","9788936434625","","0","","813.7","1","8","2022-11-08",
"240","트렌드 코리아 2023","김난도 [외]지음","미래의창","2022","9788959897094","","1","2023","320.911","1","8","2022-11-08",
"241","테라피스트","B. A. 패리스 지음;박설영 옮김","바이포엠","2021","9791191043518","","0","","843.6","1","3","2022-11-08",
"242","캔버스를 찢고 나온 여자들","이유리 지음","한겨레출판","2020","9791160404494","","0","","609.9","1","2","2022-11-08",
"243","지랄발광 사춘기, 흔들리는 사십춘기","김지영,김신실 [공]지음","교육과실천","2022","9791190113199","","1","","598.125","1","7","2022-11-08",
"244","좋은지 나쁜지 누가 아는가","류시화 지음","더숲","2019","9791186900789","","0","","814.62","1","5","2022-11-08",
"245","최소한의 이웃","허지웅 지음","김영사","2022","9788934942405","","0","","818","1","7","2022-11-08",
"246","초등 글쓰기 비밀수업","권귀헌 지음","서사원","2019","9791196533052","","1","","802","1","7","2022-11-08",
"247","지루할 틈 없는 경제학","테이번 페팅거 지음;마이클 드라이버 그림;조민호 옮김","더난콘텐츠(더난콘텐츠그룹)","2022","9791197829802","","0","","320","1","4","2022-11-08",
"248","초등 공부 습관 바이블","하유정 지음","한빛라이프","2022","9791190846431","","1","","373.4","1","8","2022-11-08",
"249","챌린지 블루","이희영 지음","창비교육","2022","9791165701208","","4","","813.7","1","5","2022-11-08",
"250","책들의 부엌","김지혜 지음","팩토리나인","2022","9791165345204","","0","","813.7","1","9","2022-11-08",
"251","친애하는 나의 집에게","하재영 지음","라이프앤페이지","2020","9791197024160","","0","","818","1","8","2022-11-08",
"252","절벽의 밤","미치오 슈스케 지음;김은모 옮김","청미래","2022","9788986836776","","0","","833.6","1","5","2022-11-08",
"253","인플레이션에서 살아남기","오건영 지음","Page2(페이지2북스)","2022","9791190977661","","0","","321.92","1","7","2022-11-08",
"254","잘 살아라 그게 최고의 복수다","권민창 지음","Mindset","2022","9791191043631","","0","","325.211","1","8","2022-11-08",
"255","인생의 변화는 말투에서 시작된다","황시투안 지음;정영재 옮김","다빈치하우스","2022","9791158741334","","0","","189.2","1","7","2022-11-08",
"256","작별인사","김영하 지음","복복서가","2022","9791191114225","","0","","813.7","1","8","2022-11-08",
"257","인내상자","미야베 미유키 지음;이규원 옮김","북스피어","2022","9788991931299","","0","","833.6","1","3","2022-11-08",
"258","이렇게 소통하면 모두 내 편이 된다","한창욱 지음","다연","2021","9791197705519","","0","","802.56","1","4","2022-11-08",
"259","이PD가 간다","이PD,원은혜 [공]지음","중앙일보에스","2022","9788927869801","","1","","981.102","1","3","2022-11-08",
"260","요즘 애들","앤 헬렌 피터슨 지음;박다솜 옮김","RHK(알에이치코리아)","2021","9788925579313","","0","","331.23","1","5","2022-11-08",
"261","외사랑","히가시노 게이고 지음;민경욱 옮김","㈜소미미디어","2022","9791138413251","","0","","833.6","1","6","2022-11-08",
"262","외모 대여점","이시카와 히로치카 지음;양지윤 옮김","한국경제신문 한경BP","2022","9788947548403","","0","","833.6","1","8","2022-11-08",
"263","오늘 밤, 세계에서 이 눈물이 사라진다 해도","이치조 미사키 지음;김윤경 옮김","바이포엠 스튜디오","2022","9791191043976","","0","","833.6","1","7","2022-11-08",
"264","여사제 잇파트","바딤 젤란드 지음;정승혜 옮김","정신세계사","2019","9788935703098","","0","","189","1","4","2022-11-08",
"265","열다섯은 안녕한가요","정혜덕 지음;장윤미 일러스트","우리학교","2021","9791167550101","","4","","818","1","4","2022-11-08",
"266","우리는 모두 각자의 별에서 빛난다","이광형 지음","인플루엔셜","2022","9791168340213","","0","","325.211","1","4","2022-11-08",
"267","우는 법을 잃어버린 당신에게","김영아 지음","쌤앤파커스","2022","9791165344504","","0","","181.38","1","6","2022-11-08",
"268","연년생 아들 육아","안현진 지음","프로방스","2022","9791164802234","","0","","598.132","1","2","2022-11-08",
"269","역행자","자청 지음","웅진씽크빅","2022","9788901260716","","0","","325.211","1","9","2022-11-08",
"270","알맹이만 팔아요, 알맹상점","고금숙,이주은,양래교 [공]지음","위즈덤하우스","2022","9791168123038","","0","","539.98","1","2","2022-11-08",
"271","엄마의 말 공부","이임숙 지음","카시오페아","2020","9791190776127","","0","","598.1","1","7","2022-11-08",
"272","언제나 밤인 세계","하지은 지음","황금가지","2022","9791170520634","","0","","813.7","1","4","2022-11-08",
"273","어쩌다 클래식","지이,태복 [공]지음","길벗","2022","9791165219253","","0","","670.15","1","5","2022-11-08",
"274","어느 날, 내 죽음에 네가 들어왔다","세이카 료겐 지음;김윤경 옮김","바이포엠 스튜디오","2022","9791191043723","","0","","833.6","1","7","2022-11-08",
"275","어떻게 말해야 할까","조성은 지음","트러스트북스","2022","9791192218014","","0","","802.5","1","3","2022-11-08",
"276","아이라는 숲","이진민 지음","Whale Books(웨일북)","2022","9791192097145","","0","","598.1","1","5","2022-11-08",
"277","썬킴의 세계사 완전 정복","썬킴 지음","RHK(알에이치코리아)","2022","9788925577883","","0","","909","1","5","2022-11-08",
"278","수상한 목욕탕","마쓰오 유미 지음;이수은 옮김","문예춘추사","2022","9788976045249","","0","","833.6","1","7","2022-11-08",
"279","세계 심리학 필독서 30","사토 다쓰야 지음;박재영 옮김","센시오","2022","9791166570551","","0","","180","1","3","2022-11-08",
"280","선택과 결정은 타이밍이다","최훈 지음","밀리언서재","2022","9791191777116","","0","","325.211","1","6","2022-11-08",
"281","세상의 마지막 기차역","무라세 다케시 지음;김지연 옮김","바이포엠 스튜디오","2022","9791191043754","","0","","833.6","1","8","2022-11-08",
"282","브라질에 비가 내리면 스타벅스 주식을 사라","피터 나바로 지음;이창식 옮김","에프엔미디어","2022","9791188754588","","0","","327.856","1","5","2022-11-08",
"283","수상한 중고상점","미치오 슈스케 지음;김은모 옮김","다산북스","2022","9791130689241","","0","","833.6","1","10","2022-11-08",
"284","박상미의 가족 상담소","박상미 지음","특별한서재","2022","9791167030535","","0","","186.3","1","6","2022-11-08",
"285","미라클모닝","할 엘로드 지음;김현수 옮김","한빛비즈","2016","9791157841110","","1","","325.211","1","7","2022-11-08",
"286","모든 사람에게 사랑받을 필요는 없다","이평 지음","바이포엠 스튜디오","2022","9791191043679","","0","","181.71","1","7","2022-11-08",
"287","문해력 숲에서 캠핑을","이태이 지음","프시케의숲","2022","9791189336493","","0","","001.3","1","1","2022-11-08",
"288","불편한 편의점","김호연 지음","나무옆의자","2022","9791161571379","","0","2","813.7","1","10","2022-11-08",
"289","벌거벗은 세계사","tvN  제작팀 지음","교보문고(단행본)","2022","9791159098161","","0","3","909","1","3","2022-11-08",
"290","벌거벗은 세계사","tvN  제작팀 지음","교보문고","2022","9791159095894","","0","2","909","1","6","2022-11-08",
"291","벌거벗은 세계사","tvN  제작팀 지음","교보문고","2022","9791159095887","","0","1","909","1","5","2022-11-08",
